İl,İl_Kodu,Kategori,Yıl,Toplam_Nüfus,Erkek,Kadın,Şehir,Köy,Çocuk_0_14,Genç_15_24,Yetişkin_25_64,Yaşlı_65+,Büyüme_Oranı_%,Nüfus_Yoğunluğu_km2
Şanlıurfa,63,Orta Ölçek,2005,1721791,864339,857452,1119164,602627,396011,275486,860895,189399,1.2,2520.9
Şanlıurfa,63,Orta Ölçek,2006,1758429,882731,875698,1160563,597866,404438,281348,879214,193429,1.2,2329.0
Şanlıurfa,63,Orta Ölçek,2007,1771623,889354,882269,1186987,584636,407473,283459,885811,194880,1.2,3124.6
Şanlıurfa,63,Orta Ölçek,2008,1786493,896819,889674,1214815,571678,410893,285838,893246,196516,1.2,2615.7
Şanlıurfa,63,Orta Ölçek,2009,1808605,907919,900686,1247937,560668,415979,289376,904302,198948,1.2,2286.5
Şanlıurfa,63,Orta Ölçek,2010,1833106,920219,912887,1283174,549932,421614,293296,916553,201643,1.2,3166.0
Şanlıurfa,63,Orta Ölçek,2011,1865178,936319,928859,1324276,540902,428990,298428,932589,205171,1.2,2117.1
Şanlıurfa,63,Orta Ölçek,2012,1871748,939617,932131,1347658,524090,430502,299479,935874,205893,1.2,2810.4
Şanlıurfa,63,Orta Ölçek,2013,1905840,956731,949109,1391263,514577,438343,304934,952920,209643,1.2,2794.5
Şanlıurfa,63,Orta Ölçek,2014,1930737,969229,961508,1428745,501992,444069,308917,965368,212383,1.2,2103.2
Şanlıurfa,63,Orta Ölçek,2015,1958319,983076,975243,1468739,489580,450413,313331,979159,215416,1.2,3158.6
Şanlıurfa,63,Orta Ölçek,2016,1977108,992508,984600,1502602,474506,454734,316337,988554,217483,1.2,2254.4
Şanlıurfa,63,Orta Ölçek,2017,2004330,1006173,998157,1543334,460996,460995,320692,1002165,220478,1.2,2843.0
Şanlıurfa,63,Orta Ölçek,2018,2016753,1012410,1004343,1573067,443686,463853,322680,1008376,221844,1.2,3196.1
Şanlıurfa,63,Orta Ölçek,2019,2047766,1027978,1019788,1617735,430031,470986,327642,1023883,225255,1.2,3121.6
Şanlıurfa,63,Orta Ölçek,2020,2058585,1033409,1025176,1646868,411717,473474,329373,1029292,226446,1.2,3489.1
Şanlıurfa,63,Orta Ölçek,2021,2102875,1055643,1047232,1703328,399547,483661,336460,1051437,231317,1.2,2246.7
Şanlıurfa,63,Orta Ölçek,2022,2123761,1066128,1057633,1741484,382277,488465,339801,1061880,233615,1.2,2862.2
Şanlıurfa,63,Orta Ölçek,2023,2152383,1080496,1071887,1786477,365906,495048,344381,1076191,236763,1.2,2896.9
Şanlıurfa,63,Orta Ölçek,2024,2169250,1088963,1080287,1822170,347080,498927,347080,1084625,238618,1.2,3042.4
Uşak,64,Küçük Şehir,2005,317582,159426,158156,206428,111154,73043,50813,158791,34935,0.8,385.9
Uşak,64,Küçük Şehir,2006,320107,160693,159414,211270,108837,73624,51217,160053,35213,0.8,369.2
Uşak,64,Küçük Şehir,2007,323185,162238,160947,216533,106652,74332,51709,161592,35552,0.8,376.7
Uşak,64,Küçük Şehir,2008,326342,163823,162519,221912,104430,75058,52214,163171,35899,0.8,406.9
Uşak,64,Küçük Şehir,2009,328427,164870,163557,226614,101813,75538,52548,164213,36128,0.8,499.9
Uşak,64,Küçük Şehir,2010,331624,166475,165149,232136,99488,76273,53059,165812,36480,0.8,443.3
Uşak,64,Küçük Şehir,2011,333490,167411,166079,236777,96713,76702,53358,166745,36685,0.8,452.5
Uşak,64,Küçük Şehir,2012,336536,168941,167595,242305,94231,77403,53845,168268,37020,0.8,602.0
Uşak,64,Küçük Şehir,2013,339005,170180,168825,247473,91532,77971,54240,169502,37292,0.8,428.0
Uşak,64,Küçük Şehir,2014,342269,171819,170450,253279,88990,78721,54763,171134,37651,0.8,492.5
Uşak,64,Küçük Şehir,2015,345515,173448,172067,259136,86379,79468,55282,172757,38008,0.8,605.1
Uşak,64,Küçük Şehir,2016,346500,173943,172557,263340,83160,79695,55440,173250,38115,0.8,434.8
Uşak,64,Küçük Şehir,2017,350388,175894,174494,269798,80590,80589,56062,175194,38543,0.8,488.7
Uşak,64,Küçük Şehir,2018,352827,177119,175708,275205,77622,81150,56452,176413,38812,0.8,375.3
Uşak,64,Küçük Şehir,2019,355387,178404,176983,280755,74632,81739,56861,177693,39094,0.8,612.7
Uşak,64,Küçük Şehir,2020,359412,180424,178988,287529,71883,82664,57505,179706,39537,0.8,425.3
Uşak,64,Küçük Şehir,2021,361941,181694,180247,293172,68769,83246,57910,180970,39815,0.8,415.5
Uşak,64,Küçük Şehir,2022,362736,182093,180643,297443,65293,83429,58037,181368,39902,0.8,404.8
Uşak,64,Küçük Şehir,2023,368685,185079,183606,306008,62677,84797,58989,184342,40557,0.8,634.6
Uşak,64,Küçük Şehir,2024,368499,184986,183513,309539,58960,84754,58959,184249,40537,0.8,402.3
Van,65,Orta Ölçek,2005,916731,460198,456533,595875,320856,210848,146676,458365,100842,1.2,1485.8
Van,65,Orta Ölçek,2006,930321,467021,463300,614011,316310,213973,148851,465160,102337,1.2,1025.7
Van,65,Orta Ölçek,2007,936318,470031,466287,627333,308985,215353,149810,468159,102996,1.2,1576.3
Van,65,Orta Ölçek,2008,953950,478882,475068,648686,305264,219408,152632,476975,104935,1.2,1285.6
Van,65,Orta Ölçek,2009,963945,483900,480045,665122,298823,221707,154231,481972,106035,1.2,1537.4
Van,65,Orta Ölçek,2010,975402,489651,485751,682781,292621,224342,156064,487701,107295,1.2,1588.6
Van,65,Orta Ölçek,2011,983070,493501,489569,697979,285091,226106,157291,491535,108138,1.2,1531.3
Van,65,Orta Ölçek,2012,994043,499009,495034,715710,278333,228629,159046,497021,109347,1.2,1241.0
Van,65,Orta Ölçek,2013,1010745,507393,503352,737843,272902,232471,161719,505372,111183,1.2,1704.5
Van,65,Orta Ölçek,2014,1025629,514865,510764,758965,266664,235894,164100,512814,112821,1.2,1508.3
Van,65,Orta Ölçek,2015,1034251,519194,515057,775688,258563,237877,165480,517125,113769,1.2,1824.1
Van,65,Orta Ölçek,2016,1048636,526415,522221,796963,251673,241186,167781,524318,115351,1.2,1127.6
Van,65,Orta Ölçek,2017,1062671,533460,529211,818256,244415,244414,170027,531335,116895,1.2,1430.2
Van,65,Orta Ölçek,2018,1072130,538209,533921,836261,235869,246589,171540,536065,117936,1.2,1569.7
Van,65,Orta Ölçek,2019,1086764,545555,541209,858543,228221,249955,173882,543382,119545,1.2,1420.6
Van,65,Orta Ölçek,2020,1099087,551741,547346,879269,219818,252790,175853,549543,120901,1.2,1159.4
Van,65,Orta Ölçek,2021,1110034,557237,552797,899127,210907,255307,177605,555017,122105,1.2,1819.7
Van,65,Orta Ölçek,2022,1121872,563179,558693,919935,201937,258030,179499,560936,123407,1.2,1451.3
Van,65,Orta Ölçek,2023,1133202,568867,564335,940557,192645,260636,181312,566601,124653,1.2,1425.4
Van,65,Orta Ölçek,2024,1148262,576427,571835,964540,183722,264100,183721,574131,126310,1.2,1603.7
Yozgat,66,Küçük Şehir,2005,362213,181830,180383,235438,126775,83308,57954,181106,39845,0.8,486.8
Yozgat,66,Küçük Şehir,2006,364792,183125,181667,240762,124030,83902,58366,182396,40128,0.8,514.5
Yozgat,66,Küçük Şehir,2007,368279,184876,183403,246746,121533,84704,58924,184139,40512,0.8,635.0
Yozgat,66,Küçük Şehir,2008,369556,185517,184039,251298,118258,84997,59128,184778,40653,0.8,554.1
Yozgat,66,Küçük Şehir,2009,374196,187846,186350,258195,116001,86065,59871,187098,41162,0.8,412.1
Yozgat,66,Küçük Şehir,2010,375482,188491,186991,262837,112645,86360,60077,187741,41304,0.8,647.4
Yozgat,66,Küçük Şehir,2011,378837,190176,188661,268974,109863,87132,60613,189418,41674,0.8,502.4
Yozgat,66,Küçük Şehir,2012,380338,190929,189409,273843,106495,87477,60854,190169,41838,0.8,424.0
Yozgat,66,Küçük Şehir,2013,384013,192774,191239,280329,103684,88322,61442,192006,42243,0.8,656.4
Yozgat,66,Küçük Şehir,2014,386825,194186,192639,286250,100575,88969,61892,193412,42552,0.8,437.1
Yozgat,66,Küçük Şehir,2015,389338,195447,193891,292003,97335,89547,62294,194669,42828,0.8,561.0
Yozgat,66,Küçük Şehir,2016,395444,198512,196932,300537,94907,90952,63271,197722,43499,0.8,519.6
Yozgat,66,Küçük Şehir,2017,395625,198603,197022,304631,90994,90993,63300,197812,43520,0.8,444.0
Yozgat,66,Küçük Şehir,2018,401472,201538,199934,313148,88324,92338,64235,200736,44163,0.8,441.7
Yozgat,66,Küçük Şehir,2019,405480,203550,201930,320329,85151,93260,64876,202740,44604,0.8,483.9
Yozgat,66,Küçük Şehir,2020,404895,203257,201638,323916,80979,93125,64783,202447,44540,0.8,517.8
Yozgat,66,Küçük Şehir,2021,410499,206070,204429,332504,77995,94414,65679,205249,45157,0.8,472.9
Yozgat,66,Küçük Şehir,2022,414078,207867,206211,339543,74535,95237,66252,207039,45550,0.8,743.4
Yozgat,66,Küçük Şehir,2023,416733,209199,207534,345888,70845,95848,66677,208366,45842,0.8,527.5
Yozgat,66,Küçük Şehir,2024,418244,209958,208286,351324,66920,96196,66919,209122,46007,0.8,551.8
Zonguldak,67,Orta Ölçek,2005,470338,236109,234229,305719,164619,108177,75254,235169,51738,1.2,498.2
Zonguldak,67,Orta Ölçek,2006,475226,238563,236663,313649,161577,109301,76036,237613,52276,1.2,537.6
Zonguldak,67,Orta Ölçek,2007,483516,242725,240791,323955,159561,111208,77362,241758,53188,1.2,529.6
Zonguldak,67,Orta Ölçek,2008,488937,245446,243491,332477,156460,112455,78229,244468,53785,1.2,813.5
Zonguldak,67,Orta Ölçek,2009,491042,246503,244539,338818,152224,112939,78566,245521,54016,1.2,725.3
Zonguldak,67,Orta Ölçek,2010,497353,249671,247682,348147,149206,114391,79576,248676,54710,1.2,657.9
Zonguldak,67,Orta Ölçek,2011,504167,253091,251076,357958,146209,115958,80666,252083,55460,1.2,856.0
Zonguldak,67,Orta Ölçek,2012,513576,257815,255761,369774,143802,118122,82172,256788,56494,1.2,582.9
Zonguldak,67,Orta Ölçek,2013,519580,260829,258751,379293,140287,119503,83132,259790,57155,1.2,918.0
Zonguldak,67,Orta Ölçek,2014,524435,263266,261169,388081,136354,120620,83909,262217,57689,1.2,720.4
Zonguldak,67,Orta Ölçek,2015,530361,266241,264120,397770,132591,121983,84857,265180,58341,1.2,618.1
Zonguldak,67,Orta Ölçek,2016,534076,268106,265970,405897,128179,122837,85452,267038,58749,1.2,900.6
Zonguldak,67,Orta Ölçek,2017,541818,271992,269826,417199,124619,124618,86690,270909,59601,1.2,606.1
Zonguldak,67,Orta Ölçek,2018,551534,276870,274664,430196,121338,126852,88245,275767,60670,1.2,645.1
Zonguldak,67,Orta Ölçek,2019,553255,277734,275521,437071,116184,127248,88520,276627,60860,1.2,929.8
Zonguldak,67,Orta Ölçek,2020,565013,283636,281377,452010,113003,129952,90402,282506,62153,1.2,656.2
Zonguldak,67,Orta Ölçek,2021,572079,287183,284896,463383,108696,131578,91532,286039,62930,1.2,621.1
Zonguldak,67,Orta Ölçek,2022,574542,288420,286122,471124,103418,132144,91926,287271,63201,1.2,830.3
Zonguldak,67,Orta Ölçek,2023,581237,291780,289457,482426,98811,133684,92997,290618,63938,1.2,811.8
Zonguldak,67,Orta Ölçek,2024,590429,296395,294034,495960,94469,135798,94468,295214,64949,1.2,688.9
Aksaray,68,Küçük Şehir,2005,371321,186403,184918,241358,129963,85403,59411,185660,40847,0.8,427.3
Aksaray,68,Küçük Şehir,2006,373979,187737,186242,246826,127153,86015,59836,186989,41139,0.8,613.1
Aksaray,68,Küçük Şehir,2007,373677,187585,186092,250363,123314,85945,59788,186838,41106,0.8,606.6
Aksaray,68,Küçük Şehir,2008,377816,189663,188153,256914,120902,86897,60450,188908,41561,0.8,555.6
Aksaray,68,Küçük Şehir,2009,381244,191384,189860,263058,118186,87686,60999,190622,41937,0.8,547.8
Aksaray,68,Küçük Şehir,2010,385313,193427,191886,269719,115594,88621,61650,192656,42386,0.8,524.9
Aksaray,68,Küçük Şehir,2011,389304,195430,193874,276405,112899,89539,62288,194652,42825,0.8,497.8
Aksaray,68,Küçük Şehir,2012,389179,195367,193812,280208,108971,89511,62268,194589,42811,0.8,464.4
Aksaray,68,Küçük Şehir,2013,394979,198279,196700,288334,106645,90845,63196,197489,43449,0.8,645.4
Aksaray,68,Küçük Şehir,2014,397596,199593,198003,294221,103375,91447,63615,198798,43736,0.8,453.9
Aksaray,68,Küçük Şehir,2015,401837,201722,200115,301377,100460,92422,64293,200918,44204,0.8,568.4
Aksaray,68,Küçük Şehir,2016,404514,203066,201448,307430,97084,93038,64722,202257,44497,0.8,557.2
Aksaray,68,Küçük Şehir,2017,405826,203724,202102,312486,93340,93339,64932,202913,44642,0.8,475.2
Aksaray,68,Küçük Şehir,2018,408335,204984,203351,318501,89834,93917,65333,204167,44918,0.8,449.7
Aksaray,68,Küçük Şehir,2019,413526,207590,205936,326685,86841,95110,66164,206763,45489,0.8,553.6
Aksaray,68,Küçük Şehir,2020,416543,209104,207439,333234,83309,95804,66646,208271,45822,0.8,675.1
Aksaray,68,Küçük Şehir,2021,418813,210244,208569,339238,79575,96326,67010,209406,46071,0.8,722.1
Aksaray,68,Küçük Şehir,2022,423274,212483,210791,347084,76190,97353,67723,211637,46561,0.8,678.3
Aksaray,68,Küçük Şehir,2023,426371,214038,212333,353887,72484,98065,68219,213185,46902,0.8,486.7
Aksaray,68,Küçük Şehir,2024,431803,216765,215038,362714,69089,99314,69088,215901,47500,0.8,687.6
Bayburt,69,Küçük Şehir,2005,73201,36746,36455,47580,25621,16836,11712,36600,8053,0.8,77.1
Bayburt,69,Küçük Şehir,2006,73970,37132,36838,48820,25150,17013,11835,36985,8137,0.8,80.8
Bayburt,69,Küçük Şehir,2007,74309,37303,37006,49787,24522,17091,11889,37154,8175,0.8,90.4
Bayburt,69,Küçük Şehir,2008,74768,37533,37235,50842,23926,17196,11962,37384,8226,0.8,81.5
Bayburt,69,Küçük Şehir,2009,75708,38005,37703,52238,23470,17412,12113,37854,8329,0.8,82.1
Bayburt,69,Küçük Şehir,2010,75858,38080,37778,53100,22758,17447,12137,37929,8345,0.8,92.8
Bayburt,69,Küçük Şehir,2011,76750,38528,38222,54492,22258,17652,12280,38375,8443,0.8,90.9
Bayburt,69,Küçük Şehir,2012,77268,38788,38480,55632,21636,17771,12362,38634,8501,0.8,84.6
Bayburt,69,Küçük Şehir,2013,77994,39152,38842,56935,21059,17938,12479,38997,8580,0.8,94.4
Bayburt,69,Küçük Şehir,2014,78132,39222,38910,57817,20315,17970,12501,39066,8595,0.8,139.3
Bayburt,69,Küçük Şehir,2015,79465,39891,39574,59598,19867,18276,12714,39732,8743,0.8,86.4
Bayburt,69,Küçük Şehir,2016,79434,39875,39559,60369,19065,18269,12709,39717,8739,0.8,119.3
Bayburt,69,Küçük Şehir,2017,80273,40297,39976,61810,18463,18462,12843,40136,8832,0.8,141.1
Bayburt,69,Küçük Şehir,2018,81415,40870,40545,63503,17912,18725,13026,40707,8957,0.8,119.6
Bayburt,69,Küçük Şehir,2019,81944,41135,40809,64735,17209,18847,13111,40972,9014,0.8,94.5
Bayburt,69,Küçük Şehir,2020,82329,41329,41000,65863,16466,18935,13172,41164,9058,0.8,145.7
Bayburt,69,Küçük Şehir,2021,83225,41778,41447,67412,15813,19141,13316,41612,9156,0.8,94.8
Bayburt,69,Küçük Şehir,2022,83710,42022,41688,68642,15068,19253,13393,41855,9209,0.8,120.8
Bayburt,69,Küçük Şehir,2023,84053,42194,41859,69763,14290,19332,13448,42026,9247,0.8,140.1
Bayburt,69,Küçük Şehir,2024,84650,42494,42156,71106,13544,19469,13544,42325,9312,0.8,137.6
Karaman,70,Küçük Şehir,2005,224569,112733,111836,145969,78600,51650,35931,112284,24704,0.8,266.1
Karaman,70,Küçük Şehir,2006,224143,112519,111624,147934,76209,51552,35862,112071,24658,0.8,321.1
Karaman,70,Küçük Şehir,2007,226970,113938,113032,152069,74901,52203,36315,113485,24967,0.8,253.0
Karaman,70,Küçük Şehir,2008,229211,115063,114148,155863,73348,52718,36673,114605,25215,0.8,395.9
Karaman,70,Küçük Şehir,2009,230114,115517,114597,158778,71336,52926,36818,115057,25313,0.8,394.7
Karaman,70,Küçük Şehir,2010,232448,116688,115760,162713,69735,53463,37191,116224,25570,0.8,370.1
Karaman,70,Küçük Şehir,2011,233695,117314,116381,165923,67772,53749,37391,116847,25708,0.8,342.2
Karaman,70,Küçük Şehir,2012,236705,118825,117880,170427,66278,54442,37872,118352,26039,0.8,300.8
Karaman,70,Küçük Şehir,2013,238123,119537,118586,173829,64294,54768,38099,119061,26195,0.8,358.6
Karaman,70,Küçük Şehir,2014,240586,120774,119812,178033,62553,55334,38493,120293,26466,0.8,265.8
Karaman,70,Küçük Şehir,2015,240853,120908,119945,180639,60214,55396,38536,120426,26495,0.8,387.8
Karaman,70,Küçük Şehir,2016,244970,122974,121996,186177,58793,56343,39195,122485,26947,0.8,317.3
Karaman,70,Küçük Şehir,2017,246815,123901,122914,190047,56768,56767,39490,123407,27151,0.8,266.5
Karaman,70,Küçük Şehir,2018,247031,124009,123022,192684,54347,56817,39524,123515,27175,0.8,446.7
Karaman,70,Küçük Şehir,2019,249054,125025,124029,196752,52302,57282,39848,124527,27397,0.8,339.3
Karaman,70,Küçük Şehir,2020,250809,125906,124903,200647,50162,57686,40129,125404,27590,0.8,323.6
Karaman,70,Küçük Şehir,2021,253362,127187,126175,205223,48139,58273,40537,126681,27871,0.8,348.5
Karaman,70,Küçük Şehir,2022,256388,128706,127682,210238,46150,58969,41022,128194,28203,0.8,280.8
Karaman,70,Küçük Şehir,2023,257486,129257,128229,213713,43773,59221,41197,128743,28325,0.8,272.8
Karaman,70,Küçük Şehir,2024,260673,130857,129816,218965,41708,59954,41707,130336,28676,0.8,338.1
Kırıkkale,71,Küçük Şehir,2005,240101,120530,119571,156065,84036,55223,38416,120050,26412,0.8,331.6
Kırıkkale,71,Küçük Şehir,2006,243331,122152,121179,160598,82733,55966,38932,121665,26768,0.8,324.4
Kırıkkale,71,Küçük Şehir,2007,243852,122413,121439,163380,80472,56085,39016,121926,26825,0.8,368.9
Kırıkkale,71,Küçük Şehir,2008,245631,123306,122325,167029,78602,56495,39300,122815,27021,0.8,281.7
Kırıkkale,71,Küçük Şehir,2009,247997,124494,123503,171117,76880,57039,39679,123998,27281,0.8,426.8
Kırıkkale,71,Küçük Şehir,2010,249979,125489,124490,174985,74994,57495,39996,124989,27499,0.8,415.2
Kırıkkale,71,Küçük Şehir,2011,253530,127272,126258,180006,73524,58311,40564,126765,27890,0.8,274.1
Kırıkkale,71,Küçük Şehir,2012,254163,127589,126574,182997,71166,58457,40666,127081,27959,0.8,376.5
Kırıkkale,71,Küçük Şehir,2013,256665,128845,127820,187365,69300,59032,41066,128332,28235,0.8,275.4
Kırıkkale,71,Küçük Şehir,2014,258464,129748,128716,191263,67201,59446,41354,129232,28432,0.8,358.5
Kırıkkale,71,Küçük Şehir,2015,259402,130219,129183,194551,64851,59662,41504,129701,28535,0.8,279.2
Kırıkkale,71,Küçük Şehir,2016,263686,132370,131316,200401,63285,60647,42189,131843,29007,0.8,317.7
Kırıkkale,71,Küçük Şehir,2017,264062,132559,131503,203327,60735,60734,42249,132031,29048,0.8,384.4
Kırıkkale,71,Küçük Şehir,2018,267262,134165,133097,208464,58798,61470,42761,133631,29400,0.8,369.7
Kırıkkale,71,Küçük Şehir,2019,268468,134770,133698,212089,56379,61747,42954,134234,29533,0.8,478.6
Kırıkkale,71,Küçük Şehir,2020,272174,136631,135543,217739,54435,62600,43547,136087,29940,0.8,382.3
Kırıkkale,71,Küçük Şehir,2021,274340,137718,136622,222215,52125,63098,43894,137170,30178,0.8,447.5
Kırıkkale,71,Küçük Şehir,2022,275916,138509,137407,226251,49665,63460,44146,137958,30352,0.8,385.4
Kırıkkale,71,Küçük Şehir,2023,277794,139452,138342,230569,47225,63892,44447,138897,30558,0.8,299.0
Kırıkkale,71,Küçük Şehir,2024,279232,140174,139058,234554,44678,64223,44677,139616,30716,0.8,384.6
Batman,72,Orta Ölçek,2005,503747,252880,250867,327435,176312,115861,80599,251873,55414,1.2,632.1
Batman,72,Orta Ölçek,2006,508246,255139,253107,335442,172804,116896,81319,254123,55908,1.2,924.1
Batman,72,Orta Ölçek,2007,513872,257963,255909,344294,169578,118190,82219,256936,56527,1.2,724.8
Batman,72,Orta Ölçek,2008,521656,261871,259785,354726,166930,119980,83464,260828,57384,1.2,588.8
Batman,72,Orta Ölçek,2009,524588,263343,261245,361965,162623,120655,83934,262294,57705,1.2,874.3
Batman,72,Orta Ölçek,2010,533994,268064,265930,373795,160199,122818,85439,266997,58740,1.2,640.3
Batman,72,Orta Ölçek,2011,537188,269668,267520,381403,155785,123553,85950,268594,59091,1.2,616.0
Batman,72,Orta Ölçek,2012,547239,274713,272526,394012,153227,125864,87558,273619,60198,1.2,648.4
Batman,72,Orta Ölçek,2013,553486,277849,275637,404044,149442,127301,88557,276743,60885,1.2,946.1
Batman,72,Orta Ölçek,2014,557285,279757,277528,412390,144895,128175,89165,278642,61303,1.2,618.5
Batman,72,Orta Ölçek,2015,568556,285415,283141,426417,142139,130767,90968,284278,62543,1.2,873.4
Batman,72,Orta Ölçek,2016,573320,287806,285514,435723,137597,131863,91731,286660,63066,1.2,607.3
Batman,72,Orta Ölçek,2017,581626,291976,289650,447852,133774,133773,93060,290813,63980,1.2,827.3
Batman,72,Orta Ölçek,2018,587275,294812,292463,458074,129201,135073,93964,293637,64601,1.2,1058.2
Batman,72,Orta Ölçek,2019,592362,297365,294997,467965,124397,136243,94777,296181,65161,1.2,859.7
Batman,72,Orta Ölçek,2020,600192,301296,298896,480153,120039,138044,96030,300096,66022,1.2,990.4
Batman,72,Orta Ölçek,2021,608051,305241,302810,492521,115530,139851,97288,304025,66887,1.2,668.9
Batman,72,Orta Ölçek,2022,617250,309859,307391,506145,111105,141967,98760,308625,67898,1.2,674.6
Batman,72,Orta Ölçek,2023,623300,312896,310404,517339,105961,143359,99728,311650,68563,1.2,894.3
Batman,72,Orta Ölçek,2024,628497,315505,312992,527937,100560,144554,100559,314248,69136,1.2,752.7
Şırnak,73,Orta Ölçek,2005,440077,220918,219159,286050,154027,101217,70412,220038,48410,1.2,497.3
Şırnak,73,Orta Ölçek,2006,445412,223596,221816,293971,151441,102444,71265,222706,48997,1.2,782.8
Şırnak,73,Orta Ölçek,2007,446985,224386,222599,299479,147506,102806,71517,223492,49170,1.2,782.8
Şırnak,73,Orta Ölçek,2008,452390,227099,225291,307625,144765,104049,72382,226195,49764,1.2,719.2
Şırnak,73,Orta Ölçek,2009,461150,231497,229653,318193,142957,106064,73784,230575,50727,1.2,706.2
Şırnak,73,Orta Ölçek,2010,465112,233486,231626,325578,139534,106975,74417,232556,51164,1.2,779.1
Şırnak,73,Orta Ölçek,2011,471818,236852,234966,334990,136828,108518,75490,235909,51901,1.2,649.0
Şırnak,73,Orta Ölçek,2012,475366,238633,236733,342263,133103,109334,76058,237683,52291,1.2,561.2
Şırnak,73,Orta Ölçek,2013,483327,242630,240697,352828,130499,111165,77332,241663,53167,1.2,641.9
Şırnak,73,Orta Ölçek,2014,486513,244229,242284,360019,126494,111897,77842,243256,53518,1.2,864.1
Şırnak,73,Orta Ölçek,2015,494206,248091,246115,370654,123552,113667,79072,247103,54364,1.2,549.7
Şırnak,73,Orta Ölçek,2016,500765,251384,249381,380581,120184,115175,80122,250382,55086,1.2,880.1
Şırnak,73,Orta Ölçek,2017,504813,253416,251397,388706,116107,116106,80770,252406,55531,1.2,554.7
Şırnak,73,Orta Ölçek,2018,511039,256541,254498,398610,112429,117538,81766,255519,56216,1.2,622.5
Şırnak,73,Orta Ölçek,2019,518137,260104,258033,409328,108809,119171,82901,259068,56997,1.2,750.9
Şırnak,73,Orta Ölçek,2020,525753,263928,261825,420602,105151,120923,84120,262876,57834,1.2,631.2
Şırnak,73,Orta Ölçek,2021,532804,267467,265337,431571,101233,122544,85248,266402,58610,1.2,948.0
Şırnak,73,Orta Ölçek,2022,536480,269312,267168,439913,96567,123390,85836,268240,59014,1.2,757.7
Şırnak,73,Orta Ölçek,2023,541891,272029,269862,449769,92122,124634,86702,270945,59610,1.2,751.6
Şırnak,73,Orta Ölçek,2024,550222,276211,274011,462186,88036,126551,88035,275111,60525,1.2,883.2
Bartın,74,Küçük Şehir,2005,172458,86573,85885,112097,60361,39665,27593,86229,18971,0.8,190.8
Bartın,74,Küçük Şehir,2006,173473,87083,86390,114492,58981,39898,27755,86736,19084,0.8,279.3
Bartın,74,Küçük Şehir,2007,174697,87697,87000,117046,57651,40180,27951,87348,19218,0.8,252.1
Bartın,74,Küçük Şehir,2008,175710,88206,87504,119482,56228,40413,28113,87855,19329,0.8,188.1
Bartın,74,Küçük Şehir,2009,177896,89303,88593,122748,55148,40916,28463,88948,19569,0.8,223.5
Bartın,74,Küçük Şehir,2010,178799,89757,89042,125159,53640,41123,28607,89399,19670,0.8,226.0
Bartın,74,Küçük Şehir,2011,180583,90652,89931,128213,52370,41534,28893,90291,19865,0.8,233.9
Bartın,74,Küçük Şehir,2012,182066,91397,90669,131087,50979,41875,29130,91033,20028,0.8,280.1
Bartın,74,Küçük Şehir,2013,182701,91715,90986,133371,49330,42021,29232,91350,20098,0.8,326.8
Bartın,74,Küçük Şehir,2014,183838,92286,91552,136040,47798,42282,29414,91919,20223,0.8,249.4
Bartın,74,Küçük Şehir,2015,186890,93818,93072,140167,46723,42984,29902,93445,20559,0.8,204.3
Bartın,74,Küçük Şehir,2016,187823,94287,93536,142745,45078,43199,30051,93911,20662,0.8,341.5
Bartın,74,Küçük Şehir,2017,189224,94990,94234,145702,43522,43521,30275,94612,20816,0.8,218.8
Bartın,74,Küçük Şehir,2018,190454,95607,94847,148554,41900,43804,30472,95227,20951,0.8,270.9
Bartın,74,Küçük Şehir,2019,191838,96302,95536,151552,40286,44122,30694,95919,21103,0.8,272.9
Bartın,74,Küçük Şehir,2020,194175,97475,96700,155340,38835,44660,31068,97087,21360,0.8,333.1
Bartın,74,Küçük Şehir,2021,194520,97649,96871,157561,36959,44739,31123,97260,21398,0.8,339.5
Bartın,74,Küçük Şehir,2022,197177,98982,98195,161685,35492,45350,31548,98588,21691,0.8,235.0
Bartın,74,Küçük Şehir,2023,199250,100023,99227,165377,33873,45827,31880,99625,21918,0.8,349.6
Bartın,74,Küçük Şehir,2024,200759,100781,99978,168637,32122,46174,32121,100379,22085,0.8,324.3
Ardahan,75,Küçük Şehir,2005,81503,40914,40589,52976,28527,18745,13040,40751,8967,0.8,99.3
Ardahan,75,Küçük Şehir,2006,81965,41146,40819,54096,27869,18851,13114,40982,9018,0.8,146.1
Ardahan,75,Küçük Şehir,2007,82705,41517,41188,55412,27293,19022,13232,41352,9099,0.8,88.4
Ardahan,75,Küçük Şehir,2008,83897,42116,41781,57049,26848,19296,13423,41948,9230,0.8,113.4
Ardahan,75,Küçük Şehir,2009,84003,42169,41834,57962,26041,19320,13440,42001,9242,0.8,149.5
Ardahan,75,Küçük Şehir,2010,84565,42451,42114,59195,25370,19449,13530,42282,9304,0.8,117.6
Ardahan,75,Küçük Şehir,2011,85746,43044,42702,60879,24867,19721,13719,42873,9433,0.8,142.2
Ardahan,75,Küçük Şehir,2012,85969,43156,42813,61897,24072,19772,13755,42984,9458,0.8,114.2
Ardahan,75,Küçük Şehir,2013,87314,43831,43483,63739,23575,20082,13970,43657,9605,0.8,116.0
Ardahan,75,Küçük Şehir,2014,88111,44231,43880,65202,22909,20265,14097,44055,9694,0.8,99.2
